IID,prs_basal_metabolic_rate,prs_power_potential,prs_stress_fracture_risk,prs_total_protein,prs_englyst_dietary_fibre,prs_savoury_snack_consumers,prs_overall_bone_mineral_density,prs_reduced_heart_beat_response_to_exercise,prs_endurance,prs_aversion_to_exercise,prs_total_fattty_acids,prs_potential_for_lean_body_mass
user1206_file636_yearofbirth_unknown_sex_unknown.23andme,-1.51682097e-05,-2.40273259e-05,-0.000539316941,-0.00010559485,8.51496145e-05,-9.13029673e-05,0.000138494143,0.000402323554,-1.12219302e-06,-0.000141659445,-9.40202032e-05,-6.54687605e-06
user1208_file637_yearofbirth_unknown_sex_unknown.23andme,-1.64887832e-05,-1.9979003e-05,-0.000554106026,-0.000119338692,7.70337165e-05,-0.00010372971,0.000173546986,0.000379471803,1.23403076e-06,-0.000145395307,-0.000101371588,-7.53857797e-06
user1209_file638_yearofbirth_unknown_sex_XX.23andme,-1.58126563e-05,-1.60895245e-05,-0.000586356283,-0.000114043703,7.59342471e-05,-0.000103331609,9.30916005e-05,0.000407808008,-3.04625796e-07,-0.000141576669,-9.08610842e-05,-5.7940295e-06
user1210_file639_yearofbirth_unknown_sex_unknown.23andme,-1.86410606e-05,-1.58514441e-05,-0.000561941874,-8.90871976e-05,7.08873499e-05,-9.47044753e-05,-0.000197435663,0.000411039165,1.56301851e-06,-0.000134058647,-8.64847545e-05,-1.0291815e-05
user1213_file642_yearofbirth_unknown_sex_unknown.23andme,-1.58212887e-05,-1.67089564e-05,-0.000567152986,-0.000100457428,8.11269335e-05,-0.000102429943,0.000157280497,0.000391933333,2.10270051e-06,-0.000144123373,-0.000159627943,-7.65730171e-06
user1214_file643_yearofbirth_1977_sex_XY.23andme,-7.27636666e-06,-1.10823833e-05,-0.000566421873,-0.000104302177,9.36601192e-05,-9.56339797e-05,-4.57396345e-05,0.0003990646,-4.63186026e-06,-0.000142228199,-0.000116573865,1.90301645e-06
user1215_file645_yearofbirth_1969_sex_XX.23andme,-1.13962127e-05,-1.31294156e-05,-0.000577584982,-0.00013948852,8.05335219e-05,-8.64717354e-05,7.50123523e-05,0.00039258308,4.66699059e-07,-0.000141037945,-0.000124064519,-4.39359019e-06
user1220_file647_yearofbirth_unknown_sex_unknown.23andme,-1.29308367e-05,-1.43775318e-05,-0.000573485962,-9.17846509e-05,7.57276744e-05,-9.52701045e-05,1.80824819e-05,0.000399862346,2.3483084e-06,-0.000137932737,-0.000186787681,-2.49916701e-06
user1221_file648_yearofbirth_1965_sex_XY.23andme,-1.7699034e-05,-1.07138232e-05,-0.000580376546,-0.000100481903,5.06755921e-05,-0.000104286679,-5.71846086e-06,0.000430134073,-3.78456445e-06,-0.000148973144,-0.000129359055,-9.37610917e-06
user1224_file966_yearofbirth_unknown_sex_unknown.23andme,-1.31282849e-05,-1.80043864e-05,-0.000558310092,-0.000132949486,5.76008711e-05,-9.79743172e-05,3.84260401e-05,0.000400888974,-2.99225876e-06,-0.000132614108,-0.000156049754,-6.1513903e-06
user1226_file650_yearofbirth_unknown_sex_unknown.23andme,-1.76107494e-05,-2.29905346e-05,-0.000515906633,-9.50191098e-05,7.73664632e-05,-9.29835607e-05,7.93141598e-05,0.000386126576,-9.8758665e-07,-0.000133077283,-0.000144816105,-9.58512724e-06
user1227_file651_yearofbirth_1954_sex_XY.23andme,-1.09308514e-05,-1.45491695e-05,-0.000549765439,-0.000109366191,6.4218209e-05,-9.30223178e-05,-1.28903309e-05,0.000398167797,-3.02081943e-06,-0.000150854711,-0.000108338147,-2.28874975e-06
user1233_file652_yearofbirth_unknown_sex_unknown.23andme,-1.42837864e-05,-1.45821678e-05,-0.000551356046,-0.000138355336,5.92731131e-05,-9.92326837e-05,2.33664238e-05,0.000390575315,4.20414186e-06,-0.00013335354,-6.02018334e-05,-4.62362188e-06
user1234_file653_yearofbirth_unknown_sex_unknown.23andme,-1.74190153e-05,-1.96466999e-05,-0.000550491481,-0.000115295967,6.68457018e-05,-9.76308272e-05,7.09590625e-05,0.000392107142,-2.10660249e-06,-0.000147740853,-0.000125328034,-8.49269536e-06
user1235_file654_yearofbirth_unknown_sex_unknown.23andme,-1.60425203e-05,-1.74656225e-05,-0.000564975863,-0.000110824514,8.49211155e-05,-8.5566308e-05,0.000192808155,0.000382417779,-7.08073209e-06,-0.000145109178,-0.000109355133,-7.83633711e-06
user1238_file655_yearofbirth_unknown_sex_unknown.23andme,-1.17741076e-05,-1.15821084e-05,-0.00058536623,-0.000106388683,0.000103574017,-9.14537933e-05,3.68231154e-05,0.000403306765,-2.81188279e-06,-0.000142986267,-0.000156831056,-4.99537335e-06
user1239_file1317_yearofbirth_1974_sex_XX.ftdna-illumina,-1.93418512e-05,-1.71589029e-05,-0.000519487714,-0.000128657066,7.4398915e-05,-9.02075431e-05,-2.41245333e-05,0.000389416479,-3.24266209e-06,-0.000152238286,-7.94955933e-05,-9.83899053e-06
user123_file54_yearofbirth_unknown_sex_unknown.23andme,-1.69448039e-05,-1.74587902e-05,-0.000573469279,-0.000127782666,5.0553435e-05,-9.79237935e-05,5.99097396e-05,0.000416968243,1.57719231e-06,-0.000133121179,-4.86522928e-05,-8.54386225e-06
user1246_file657_yearofbirth_unknown_sex_unknown.23andme,-1.79398032e-05,-2.02567031e-05,-0.00055135918,-0.000124412725,6.72891235e-05,-7.76953494e-05,3.37195446e-05,0.000410149699,-3.74343952e-06,-0.000161694236,-0.00013034691,-7.30419729e-06
user124_file55_yearofbirth_1947_sex_XX.23andme,-2.11834457e-05,-1.8131417e-05,-0.00055639088,-0.000128636171,5.02641309e-05,-9.68879976e-05,0.0001138655,0.000394231255,-4.20350867e-06,-0.000149720344,-8.98874288e-05,-1.41485129e-05
user1251_file662_yearofbirth_unknown_sex_unknown.ftdna-illumina,-1.75643056e-05,-1.74608967e-05,-0.000568816325,-9.51443044e-05,5.94852529e-05,-9.00050557e-05,1.61839694e-05,0.00039725211,-2.0139102e-06,-0.000151702577,-8.389375e-05,-7.38368833e-06
user1255_file663_yearofbirth_1962_sex_XY.23andme,-2.34345414e-05,-2.11578529e-05,-0.000556489716,-8.07151913e-05,7.80604774e-05,-8.81215696e-05,-1.35436637e-05,0.000408897227,-3.56904598e-06,-0.000138005487,-0.000115641401,-1.5143535e-05
user1258_file664_yearofbirth_1980_sex_XY.23andme,-1.86612331e-05,-2.25704326e-05,-0.00054206183,-0.000131398456,5.7494028e-05,-0.000100804037,-2.52568387e-05,0.000376780559,6.02971293e-07,-0.000142181591,-6.56494899e-05,-1.07867147e-05
user125_file56_yearofbirth_1976_sex_XY.23andme,-1.75094218e-05,-2.45098972e-05,-0.000545098183,-0.000112834687,5.28986184e-05,-9.56463174e-05,0.000138938162,0.000388244094,-4.49031515e-06,-0.000141461395,-0.000134046577,-1.16656343e-05
user1262_file667_yearofbirth_1971_sex_unknown.23andme,-2.36812321e-05,-1.71924946e-05,-0.000547331228,-6.90986373e-05,8.71838413e-05,-9.79195396e-05,5.48744591e-05,0.000399179075,-5.87746216e-06,-0.000142088282,-0.000130101944,-1.4505484e-05
user1264_file668_yearofbirth_unknown_sex_unknown.23andme,-1.27183061e-05,-1.71487154e-05,-0.000557660373,-0.000103492391,7.75701004e-05,-8.83442928e-05,8.791681e-05,0.000422521615,5.59492844e-06,-0.00013651118,-9.81661211e-05,-6.05648325e-06
user1265_file669_yearofbirth_unknown_sex_unknown.23andme,-1.83049924e-05,-1.59442906e-05,-0.000544391675,-9.50175901e-05,6.72071873e-05,-8.33723763e-05,2.19267187e-05,0.000396748314,7.62675468e-07,-0.000136961753,-7.30627956e-05,-9.73957049e-06
user1266_file670_yearofbirth_unknown_sex_unknown.23andme,-1.30758466e-05,-1.49810191e-05,-0.000540096406,-9.806407e-05,6.08240519e-05,-9.17344618e-05,3.19099453e-05,0.000408097143,-2.39142413e-06,-0.000144057557,-8.65983109e-05,-4.98666487e-06
user1269_file673_yearofbirth_1967_sex_XX.23andme,-1.28896867e-05,-2.03858381e-05,-0.000541100646,-0.000121042387,8.63433175e-05,-8.73004151e-05,0.000101915868,0.000376965931,-1.55593007e-06,-0.000125123414,-0.000109499243,-4.61552578e-06
user126_file57_yearofbirth_unknown_sex_unknown.23andme,-1.71871563e-05,-1.77859389e-05,-0.000572428484,-0.000119087353,6.45053869e-05,-9.39963744e-05,0.000147300891,0.000398247132,-6.24846142e-06,-0.000150552223,-9.8168349e-05,-9.48351729e-06
user1271_file674_yearofbirth_unknown_sex_unknown.23andme,-1.43242206e-05,-1.38649296e-05,-0.00057451976,-0.000102703971,8.73071703e-05,-8.83139105e-05,3.82959821e-05,0.000391765594,1.48940158e-06,-0.000137949371,-0.000128321574,-6.15158771e-06
user1273_file675_yearofbirth_unknown_sex_unknown.23andme,-1.69926523e-05,-1.35776012e-05,-0.00059359144,-0.000101066246,7.23013657e-05,-9.57142976e-05,0.000155100283,0.000383691897,-4.33558314e-06,-0.000144983482,-0.000124693201,-1.10393946e-05
user1275_file676_yearofbirth_unknown_sex_unknown.23andme,-1.25680333e-05,-2.47630901e-05,-0.000536716717,-0.000125262244,9.57392608e-05,-7.80572488e-05,1.48828331e-05,0.000382188533,-2.69344527e-06,-0.000135112159,-0.000103166491,-4.06686152e-06
user1278_file678_yearofbirth_unknown_sex_unknown.23andme,-1.191783e-05,-1.58322367e-05,-0.000552150981,-0.00010411258,5.29549135e-05,-9.31723508e-05,6.01593129e-05,0.000396743551,1.05994864e-06,-0.000121832813,-0.000110332851,-5.8868218e-06
user1281_file682_yearofbirth_unknown_sex_unknown.23andme,-1.27251469e-05,-1.67922436e-05,-0.00053933894,-0.00011408384,9.33067705e-05,-9.4486086e-05,-5.22368856e-06,0.000393710484,1.91908234e-06,-0.000150475605,-0.000152378172,-4.3912477e-06
user1283_file683_yearofbirth_unknown_sex_unknown.23andme,-1.62964834e-05,-1.49029927e-05,-0.000557025762,-9.14357675e-05,6.54184104e-05,-9.83064518e-05,9.16162978e-05,0.00039991785,-2.41571369e-06,-0.000147486689,-0.000146861464,-5.70962939e-06
user1285_file684_yearofbirth_unknown_sex_unknown.23andme,-1.54319974e-05,-1.27175877e-05,-0.000560167867,-0.000103741351,7.32953558e-05,-8.78002269e-05,1.66344022e-05,0.000393016518,-6.65527827e-06,-0.000148383184,-0.000138723934,-6.66851807e-06
user1286_file685_yearofbirth_unknown_sex_unknown.23andme,-1.51228347e-05,-1.99712478e-05,-0.000551536215,-0.000107307251,7.59154751e-05,-9.7197897e-05,5.35921019e-05,0.000402275045,-1.65751547e-06,-0.000149505754,-8.65582906e-05,-7.02958028e-06
user1288_file686_yearofbirth_unknown_sex_unknown.23andme,-1.72784731e-05,-1.17969706e-05,-0.000545935665,-0.000104671421,7.04933818e-05,-0.000101156693,0.00020488154,0.000386898733,-2.64445262e-06,-0.000148463198,-6.5980695e-05,-9.4040298e-06
user1290_file688_yearofbirth_1982_sex_XY.23andme,-1.68733614e-05,-1.9180927e-05,-0.000578182672,-9.67728287e-05,5.63272984e-05,-0.00010495277,0.000159848082,0.00038942153,1.16941412e-06,-0.000145736815,-3.86793532e-05,-8.77110759e-06
user1295_file689_yearofbirth_unknown_sex_unknown.ancestry,-1.72565178e-05,-1.49166075e-05,-0.00050897327,-8.17393263e-05,6.71926209e-05,-8.30713679e-05,-0.000130657466,0.000398524719,1.70092335e-06,-0.000127804728,-0.000110762248,-8.94184995e-06
user1297_file690_yearofbirth_1959_sex_XX.23andme,-1.79093951e-05,-2.28979503e-05,-0.000571292135,-0.000128838378,5.89390963e-05,-9.63914555e-05,7.66213197e-05,0.000408793145,-1.47765955e-06,-0.000133259425,-8.88268946e-05,-1.04103377e-05
user1301_file694_yearofbirth_unknown_sex_unknown.23andme,-8.29011766e-06,-1.79840766e-05,-0.0005631364,-0.000162535009,9.25802047e-05,-7.70412866e-05,5.96324752e-05,0.000392455005,-1.55950563e-06,-0.000131055749,-0.000112747551,-1.74477483e-06
user1304_file692_yearofbirth_unknown_sex_unknown.23andme,-1.18077586e-05,-1.64282099e-05,-0.00057283201,-0.000122828868,7.96431947e-05,-0.000107055,-1.05560482e-05,0.000389247593,-1.97836411e-06,-0.00013457186,-0.000150494571,-2.4382405e-06
user1305_file693_yearofbirth_unknown_sex_unknown.23andme,-1.63064712e-05,-1.96588797e-05,-0.000538007421,-9.36218737e-05,0.000104481233,-8.37116347e-05,-2.8037319e-05,0.000380585282,-9.04515963e-07,-0.000131790018,-0.000154921929,-7.93127232e-06
user1307_file696_yearofbirth_1980_sex_XY.23andme,-1.99049461e-05,-1.78737356e-05,-0.000538404307,-0.000144672733,9.17152064e-05,-9.91240311e-05,6.77794143e-05,0.000386299515,-9.23391659e-07,-0.000118416424,-0.000138118798,-1.33845605e-05
user1308_file697_yearofbirth_1971_sex_unknown.ancestry,-1.16975345e-05,-2.22076573e-05,-0.000560195639,-0.000106066865,6.28073983e-05,-0.00010130947,2.19948692e-05,0.000408363571,-2.54498434e-06,-0.000146244059,-0.000101188423,-7.07034883e-06
user1310_file698_yearofbirth_unknown_sex_unknown.23andme,-1.46962672e-05,-2.00648445e-05,-0.000551005583,-0.000107637097,5.29042985e-05,-8.61790899e-05,6.44880224e-05,0.000390893471,-2.44882353e-06,-0.000145754229,-0.000103584803,-9.3693672e-06
user1312_file720_yearofbirth_1985_sex_XY.23andme,-2.86173759e-05,-2.10593952e-05,-0.000543367917,-0.000117517175,8.18598782e-05,-9.90495753e-05,3.82164073e-05,0.000398133201,1.63906338e-06,-0.000139922295,-0.000118221288,-2.02996951e-05
user1319_file701_yearofbirth_unknown_sex_unknown.23andme,-5.66560562e-06,-7.40209705e-06,-0.000562173391,-0.000136610751,6.9810478e-05,-8.16540138e-05,4.74941982e-05,0.000408758742,5.33210212e-06,-0.00014389218,-6.53755669e-05,9.0927826e-07
user1325_file706_yearofbirth_1977_sex_XX.23andme,-1.48316316e-05,-2.71277258e-05,-0.000546612766,-0.000117408367,6.67794738e-05,-9.1063542e-05,0.000109860367,0.000398068203,-3.89064719e-06,-0.000153589798,-0.000151781019,-4.16504736e-06
user1328_file708_yearofbirth_unknown_sex_unknown.23andme,-1.71257406e-05,-1.66642961e-05,-0.000522730285,-0.000104771027,6.11431944e-05,-9.7151934e-05,-2.69671053e-06,0.000397562026,-1.70353032e-06,-0.000140163503,-0.000128905019,-8.31915238e-06
user1330_file710_yearofbirth_unknown_sex_unknown.23andme,-2.47065481e-05,-1.74100668e-05,-0.000562840395,-0.000141447537,7.69416082e-05,-0.000102178982,-2.0974673e-05,0.000407625077,-5.30415749e-06,-0.000167241334,-0.000105088485,-1.49486371e-05
user1338_file711_yearofbirth_1987_sex_XY.23andme,-1.73718413e-05,-1.75182168e-05,-0.000561089308,-0.000110446788,5.98824056e-05,-8.91094284e-05,0.000182237405,0.000391004458,-1.07326252e-06,-0.000152172319,-6.16730275e-05,-1.0420071e-05
user1341_file712_yearofbirth_unknown_sex_unknown.23andme,-2.20824619e-05,-1.74238901e-05,-0.000555247626,-0.00011406524,8.23819012e-05,-9.07528945e-05,7.06011128e-05,0.000398975205,-4.28000383e-06,-0.000151164573,-0.000105449201,-1.37467591e-05
user1342_file714_yearofbirth_unknown_sex_unknown.23andme,-1.34964441e-05,-1.98862578e-05,-0.000546922791,-9.98669441e-05,8.51158119e-05,-9.37668283e-05,7.1437511e-05,0.000394925848,3.43883183e-07,-0.000141419212,-0.0001364706,-4.94088819e-06
user1361_file716_yearofbirth_1984_sex_XY.23andme,-9.72597606e-06,-1.4164208e-05,-0.000560850659,-0.000111805539,8.32059371e-05,-9.52926291e-05,0.00012339003,0.000400599056,1.52657562e-06,-0.000136649386,-0.00011091996,-3.32277347e-06
user1364_file718_yearofbirth_unknown_sex_unknown.23andme,-2.05274098e-05,-1.23225071e-05,-0.000548135316,-9.79461039e-05,8.31557625e-05,-9.4113513e-05,0.00015457773,0.00039713225,-3.38699101e-06,-0.000137553645,-0.00014126221,-1.18150053e-05
user1366_file721_yearofbirth_unknown_sex_unknown.23andme,-9.97638881e-06,-1.73695929e-05,-0.000564137265,-0.00010340576,6.09621199e-05,-9.83364747e-05,7.41864196e-05,0.00041867748,-1.81800582e-06,-0.000143392743,-0.000116515601,-2.48946551e-06
user1368_file722_yearofbirth_unknown_sex_unknown.23andme,-2.00112271e-05,-1.905497e-05,-0.000593309328,-0.000134615568,8.26865936e-05,-9.2540303e-05,3.11045594e-05,0.000390703238,-1.70743304e-06,-0.000131815249,-0.000139721218,-1.01920058e-05
user1372_file723_yearofbirth_unknown_sex_unknown.23andme,-2.09651324e-05,-1.95158445e-05,-0.000570340202,-8.79138264e-05,4.72866405e-05,-8.50226909e-05,5.48034372e-05,0.000393553208,-1.63154251e-06,-0.000133541046,-9.05502193e-05,-1.28686161e-05
user1373_file724_yearofbirth_1994_sex_XX.ftdna-illumina,-1.20225824e-05,-1.59644556e-05,-0.00054221921,-0.000126724306,4.63494531e-05,-9.81779431e-05,1.22925723e-05,0.000398907711,-3.08443165e-06,-0.000144632579,-0.000122907194,-5.72084624e-06
user1374_file725_yearofbirth_unknown_sex_unknown.23andme,-2.07894021e-05,-1.85956194e-05,-0.000555645372,-0.000114842914,7.44382009e-05,-9.86370765e-05,-6.02165339e-06,0.000399754858,-4.06721594e-06,-0.000155039772,-0.000155816527,-8.31106281e-06
user1375_file726_yearofbirth_1976_sex_XX.23andme,-1.71248995e-05,-2.11135548e-05,-0.000545367517,-0.000105555241,8.23689567e-05,-9.01468412e-05,0.000155811267,0.000391986728,3.09366924e-06,-0.00013385405,-0.000176109242,-8.55187745e-06
user1376_file727_yearofbirth_unknown_sex_unknown.ancestry,-1.63143506e-05,-1.67849784e-05,-0.000538263536,-0.00010025078,6.20822146e-05,-8.996587e-05,6.6226489e-05,0.000402928903,-2.63148218e-06,-0.000140775522,-9.9846032e-05,-8.95079679e-06
user1377_file728_yearofbirth_unknown_sex_unknown.23andme,-1.48089509e-05,-1.75476118e-05,-0.000574862395,-0.000118249937,7.54312403e-05,-0.000108658921,6.18475051e-06,0.000393049325,-2.77281163e-06,-0.000132439278,-8.00316176e-05,-6.40353483e-06
user1378_file729_yearofbirth_1978_sex_unknown.ancestry,-1.38094173e-05,-1.98836329e-05,-0.000572082418,-0.000104922695,8.84429063e-05,-9.82188513e-05,9.80405914e-05,0.000395409269,5.82563055e-07,-0.000136550821,-0.000134224356,-5.08432056e-06
user1379_file730_yearofbirth_1984_sex_XX.23andme,-1.93689463e-05,-2.20996717e-05,-0.000549491867,-0.000104776597,3.64339498e-05,-0.000100791899,1.66396634e-05,0.000381917145,-4.07785287e-06,-0.00013159113,-0.000101263999,-1.3877576e-05
user137_file58_yearofbirth_1964_sex_XY.23andme,-1.79940462e-05,-2.47055598e-05,-0.000555807856,-0.000131469601,6.60899076e-05,-9.73822147e-05,7.57985225e-05,0.000403671372,-1.0101289e-06,-0.000150743992,-0.000147300548,-1.01344009e-05
user1381_file732_yearofbirth_unknown_sex_unknown.23andme,-1.34418604e-05,-1.80774597e-05,-0.000557687739,-0.000117480048,4.93454673e-05,-9.69020363e-05,6.72063812e-07,0.000393308181,-2.54887937e-06,-0.000140278028,-9.63180584e-05,-6.98077111e-06
user1382_file733_yearofbirth_1973_sex_XX.23andme,-8.75888159e-06,-1.56927798e-05,-0.000573517018,-0.000101018245,6.86728545e-05,-9.56850945e-05,2.17130744e-05,0.000392675557,-1.33854438e-06,-0.000129685968,-6.48867677e-05,-3.14696368e-06
user1384_file734_yearofbirth_unknown_sex_unknown.23andme,-1.98775145e-05,-1.6244895e-05,-0.000546448743,-0.000109826195,7.61278925e-05,-8.42439e-05,-4.93358731e-05,0.000387593434,-1.33106006e-06,-0.000146404874,-0.000137238829,-1.23767313e-05
user1385_file735_yearofbirth_unknown_sex_unknown.23andme,-1.83817956e-05,-1.7362961e-05,-0.000554125549,-8.97393139e-05,6.64676003e-05,-8.93221808e-05,8.52203598e-05,0.000412019846,-1.00997292e-08,-0.000149289389,-5.74666716e-05,-1.0436153e-05
user1387_file736_yearofbirth_unknown_sex_unknown.23andme,-1.14381012e-05,-1.86098082e-05,-0.000573979394,-9.97539541e-05,5.50119183e-05,-9.94646897e-05,2.14330748e-05,0.000385721616,-5.39196562e-06,-0.000139456888,-9.66201627e-05,-4.80541629e-06
user1388_file737_yearofbirth_unknown_sex_unknown.23andme,-1.10407012e-05,-1.85446451e-05,-0.000558916418,-7.89599122e-05,5.43875383e-05,-9.14900254e-05,9.07584403e-05,0.000403598476,-4.05433292e-06,-0.000136239954,-0.000101629186,-4.86576711e-06
user1389_file738_yearofbirth_1976_sex_XY.23andme,-9.83927063e-06,-1.69041815e-05,-0.000545357133,-0.000128825304,6.44735852e-05,-8.99579172e-05,0.000151573448,0.00040695748,-1.47480364e-06,-0.000132322075,-8.94016406e-05,-1.88778256e-06
user1390_file741_yearofbirth_unknown_sex_XX.23andme,-1.51083823e-05,-2.58894382e-05,-0.000557034935,-0.000148213838,7.36140579e-05,-9.8170758e-05,-7.32603666e-05,0.000394263823,-2.67096766e-06,-0.000124088278,-0.000129847013,-5.77351962e-06
user1392_file742_yearofbirth_unknown_sex_unknown.23andme,-1.56498188e-05,-1.84772965e-05,-0.000542486409,-0.000126823776,7.72278871e-05,-9.04599637e-05,5.60511674e-05,0.000407620719,3.63065952e-06,-0.000139484935,-0.0001460596,-7.19663628e-06
user1393_file743_yearofbirth_1993_sex_XX.ancestry,-1.31952454e-05,-9.57710177e-06,-0.000580312679,-0.000131145212,4.23143144e-05,-9.66558522e-05,6.13866622e-05,0.000390519387,-4.80205821e-06,-0.00015765145,-7.98033348e-05,-6.56205953e-06
user1394_file744_yearofbirth_unknown_sex_unknown.23andme,-9.65975692e-06,-1.67932294e-05,-0.000561205603,-0.000106913618,6.55138291e-05,-9.62443653e-05,0.000150165155,0.000410366183,-1.56378959e-06,-0.000140016499,-3.81350547e-05,-5.04911314e-06
user1395_file745_yearofbirth_unknown_sex_unknown.23andme,-1.37772404e-05,-9.30098983e-06,-0.00058520145,-0.00010589479,7.88205953e-05,-9.44629181e-05,9.58344717e-05,0.000400563747,-2.94146498e-06,-0.000164834218,-0.000128140072,-3.67521791e-06
user139_file59_yearofbirth_unknown_sex_unknown.23andme,-2.11866776e-05,-1.58779064e-05,-0.000545982288,-0.000129958411,8.00835936e-05,-9.37463496e-05,-7.46111412e-05,0.000408813767,-9.93119084e-07,-0.000148083618,-0.000128128923,-1.35282969e-05
user13_file4_yearofbirth_1979_sex_XY.23andme,-1.78935176e-05,-1.96811472e-05,-0.000586048752,-0.000101193529,7.75609104e-05,-9.98102251e-05,2.74617958e-05,0.000407128001,6.00709825e-07,-0.000154493125,-0.000123836261,-9.06097681e-06
user1401_file749_yearofbirth_1984_sex_XY.23andme,-1.16637376e-05,-1.97527901e-05,-0.000554897572,-0.000117793582,7.25690369e-05,-9.81318058e-05,8.85417982e-05,0.000409801152,-2.93334577e-06,-0.000145426017,-7.95358835e-05,-2.52347193e-06
user1402_file750_yearofbirth_unknown_sex_unknown.ancestry,-1.52685217e-05,-2.3848214e-05,-0.000560997655,-0.000108600266,5.72491058e-05,-9.49398303e-05,2.13494434e-05,0.000396608432,-5.12655468e-06,-0.000159465937,-0.00012815019,-7.25573807e-06
user1403_file751_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user1404_file752_yearofbirth_1947_sex_unknown.23andme,-2.00738578e-05,-2.28295834e-05,-0.000577845145,-0.000115612657,8.13103239e-05,-8.58268745e-05,0.000228708733,0.000396288092,-3.46271958e-07,-0.000131812909,-0.000104066156,-1.02012309e-05
user1404_file753_yearofbirth_1947_sex_unknown.ancestry,-1.86073907e-05,-2.30277431e-05,-0.000567024347,-0.000119932493,6.01780132e-05,-8.70063117e-05,0.000179921204,0.000392487881,-9.27113672e-09,-0.000135325848,-9.73335645e-05,-9.24563578e-06
user1405_file756_yearofbirth_unknown_sex_unknown.23andme,-1.92371771e-05,-1.64849454e-05,-0.00057657306,-0.00011964091,8.66448587e-05,-9.62461224e-05,0.000104623775,0.000382548593,-1.10965973e-06,-0.000140539059,-7.70455473e-05,-1.08357668e-05
user1409_file757_yearofbirth_unknown_sex_unknown.23andme,-1.85767177e-05,-2.08811262e-05,-0.000583598618,-0.000119225582,7.12248913e-05,-9.34152397e-05,-7.7663147e-05,0.000405181265,-2.31209667e-06,-0.000146716249,-0.000125473553,-1.13612041e-05
user1411_file758_yearofbirth_unknown_sex_unknown.23andme,-1.58393028e-05,-1.99287652e-05,-0.000536886839,-7.17943425e-05,5.0111514e-05,-8.32794606e-05,7.49450275e-05,0.000402847078,3.71605065e-07,-0.000162845079,-0.000137694743,-6.63029368e-06
user1412_file759_yearofbirth_1985_sex_XX.23andme,-1.38151577e-05,-1.10302139e-05,-0.000546492945,-0.000142858566,6.92688378e-05,-9.3096402e-05,0.000125288884,0.000399798845,-1.89687715e-06,-0.00015322574,-0.000100989894,-5.53058134e-06
user1414_file760_yearofbirth_unknown_sex_unknown.23andme,-2.2526472e-05,-1.43671593e-05,-0.000555320085,-0.000130857572,9.15266552e-05,-8.84874389e-05,1.03950856e-05,0.000406667168,2.18397656e-06,-0.000131165762,-6.71867161e-05,-1.48459376e-05
user1416_file761_yearofbirth_1972_sex_XY.23andme,-1.13692645e-05,-9.97609285e-06,-0.000554672168,-0.000110226582,6.58690274e-05,-9.7217626e-05,4.29060311e-05,0.000391346455,2.10703211e-06,-0.000160298837,-0.000123033054,-1.68940535e-06
user1417_file762_yearofbirth_unknown_sex_unknown.23andme,-1.78793777e-05,-1.31887888e-05,-0.000577370292,-0.000107532229,6.54559293e-05,-8.73898497e-05,1.60020664e-05,0.000407831588,1.63180767e-06,-0.000147597509,-0.000174891653,-8.43001675e-06
user1419_file764_yearofbirth_unknown_sex_unknown.23andme,-1.65967519e-05,-1.61719804e-05,-0.000568666174,-8.62133669e-05,7.19005062e-05,-8.1737969e-05,0.000124892166,0.000405342118,2.70777134e-06,-0.000152014183,-7.21770976e-05,-9.08042586e-06
user141_file60_yearofbirth_unknown_sex_unknown.23andme,-1.30551377e-05,-1.29156115e-05,-0.000561348699,-0.000108218941,5.4060631e-05,-9.73062663e-05,3.01113162e-05,0.00040089114,-1.26283594e-07,-0.000153997584,-0.000133190331,-2.68213306e-06
user1420_file766_yearofbirth_unknown_sex_XY.23andme,-1.77282934e-05,-1.33604539e-05,-0.000551770606,-0.000104462797,5.01662698e-05,-9.30599552e-05,-1.81134473e-05,0.000403304974,-2.06963812e-06,-0.000144944633,-0.00011277394,-9.46192373e-06
user1422_file767_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user1422_file768_yearofbirth_unknown_sex_unknown.23andme,-1.27008817e-05,-2.03644267e-05,-0.000548829374,-0.000126748805,3.99346268e-05,-8.49256238e-05,0.000192713736,0.000405239653,-3.14999119e-06,-0.000151866944,-8.83917543e-05,-8.10747844e-06
user1424_file769_yearofbirth_1968_sex_unknown.23andme,-1.96636104e-05,-2.04526322e-05,-0.000564498774,-0.000110706781,6.3948188e-05,-0.000102474041,0.000121424939,0.000385978059,-1.79190307e-07,-0.000158892766,-0.000178546845,-1.20724699e-05
user1427_file770_yearofbirth_unknown_sex_unknown.23andme,-1.56489293e-05,-1.77481314e-05,-0.000563103455,-0.000100189072,6.26900857e-05,-9.38965986e-05,-3.83344068e-05,0.000405101132,-3.20302914e-06,-0.00014577482,-0.000176933987,-6.90885943e-06
