IID,prs_basal_metabolic_rate,prs_power_potential,prs_stress_fracture_risk,prs_total_protein,prs_englyst_dietary_fibre,prs_savoury_snack_consumers,prs_overall_bone_mineral_density,prs_reduced_heart_beat_response_to_exercise,prs_endurance,prs_aversion_to_exercise,prs_total_fattty_acids,prs_potential_for_lean_body_mass
user2353_file1457_yearofbirth_unknown_sex_unknown.23andme,-1.20658267e-05,-1.93268716e-05,-0.000583762763,-0.000123822413,7.26503122e-05,-9.79947492e-05,2.07669688e-05,0.000391935048,-4.31393214e-06,-0.000139156117,-8.44403631e-05,-2.46711583e-06
user2356_file1481_yearofbirth_1964_sex_unknown.23andme,-1.77214034e-05,-2.15494022e-05,-0.000531656796,-9.33622654e-05,6.61370626e-05,-9.46788787e-05,0.000129567908,0.00038901096,-1.52673032e-06,-0.000172093072,-0.000120630609,-9.68530319e-06
user2358_file1458_yearofbirth_unknown_sex_XX.ancestry,-8.9016192e-06,-1.61659692e-05,-0.000548078852,-0.000117747222,7.71684956e-05,-9.24096022e-05,-2.35973496e-05,0.000385749323,2.87778904e-07,-0.00015141919,-0.000121557009,-9.32650843e-07
user2359_file1459_yearofbirth_unknown_sex_unknown.23andme,-2.45025592e-05,-2.42082343e-05,-0.000576086556,-0.000124292957,7.27261407e-05,-9.70516012e-05,8.27375965e-05,0.000403343413,-3.86598806e-06,-0.000136869905,-0.000172092813,-1.41743897e-05
user2361_file1460_yearofbirth_unknown_sex_unknown.23andme,-1.24427678e-05,-1.75475672e-05,-0.000554822259,-0.000114419887,6.48671978e-05,-0.000104602646,1.42921445e-05,0.000402890511,-2.91293139e-06,-0.00015687905,-0.000114587696,-3.75591534e-06
user2362_file1461_yearofbirth_1988_sex_XY.23andme,-1.41625246e-05,-1.87700444e-05,-0.000526073352,-0.000130090689,7.24423522e-05,-8.46188726e-05,-4.04851752e-05,0.000407583047,-5.67892415e-06,-0.00014002565,-0.000150860632,-3.85868184e-06
user2364_file1463_yearofbirth_unknown_sex_unknown.23andme,-1.54938076e-05,-1.57545365e-05,-0.000543520234,-0.000114352894,6.88797915e-05,-8.98932985e-05,8.28070177e-05,0.000397250419,2.89072857e-07,-0.000136382329,-0.000112757406,-7.22977581e-06
user2364_file3682_yearofbirth_unknown_sex_unknown.23andme,-1.54938076e-05,-1.57545365e-05,-0.000543520234,-0.000114352894,6.88797915e-05,-8.98932985e-05,8.28070177e-05,0.000397250419,2.89072857e-07,-0.000136382329,-0.000112757406,-7.22977581e-06
user2365_file1477_yearofbirth_unknown_sex_unknown.23andme,-1.39883532e-05,-1.48357776e-05,-0.000539922063,-0.000123861411,6.98774825e-05,-9.03890216e-05,7.27895949e-05,0.00038991283,-1.4919574e-06,-0.000142630384,-0.000110261155,-5.2236269e-06
user2367_file1473_yearofbirth_1985_sex_XY.23andme,-1.62073621e-05,-1.22152729e-05,-0.000546395724,-0.000106889413,6.67856935e-05,-9.48906174e-05,6.75720917e-05,0.000397437928,-4.00791154e-07,-0.000144338481,-0.000129147714,-7.07624875e-06
user2369_file1468_yearofbirth_unknown_sex_unknown.ancestry,-1.47887597e-05,-1.76626658e-05,-0.000559643879,-9.93676807e-05,8.3068695e-05,-9.8461744e-05,2.53518634e-05,0.000398086836,-3.54286167e-06,-0.000155852176,-0.000103180148,-7.850717e-06
user2371_file1469_yearofbirth_1968_sex_XY.23andme,-1.39311049e-05,-2.23815377e-05,-0.000551097192,-0.000127698969,7.83034492e-05,-8.96815802e-05,0.000281351045,0.000409571277,-7.07361799e-06,-0.00016366774,-0.00012062653,-5.40250838e-06
user2372_file1470_yearofbirth_unknown_sex_unknown.23andme,-2.07101377e-05,-2.32369954e-05,-0.000539286868,-0.000106868914,6.06784938e-05,-9.81092071e-05,4.51584093e-05,0.000408054961,-7.85701668e-07,-0.000146476352,-0.000140644433,-1.12014901e-05
user2373_file1471_yearofbirth_1986_sex_XY.23andme,-1.70375576e-05,-1.47050945e-05,-0.00055537139,-0.000122583079,6.85805301e-05,-8.80038064e-05,-2.98619033e-05,0.000401203447,-2.75824101e-06,-0.000150180956,-9.02999191e-05,-8.07415002e-06
user2379_file1475_yearofbirth_unknown_sex_unknown.23andme,-1.39430813e-05,-1.73298116e-05,-0.000556300829,-0.000125769488,6.71721192e-05,-9.24505245e-05,4.71267226e-05,0.000401260681,1.38314491e-07,-0.00014069958,-0.000132173463,-7.14943837e-06
user2380_file1476_yearofbirth_unknown_sex_unknown.23andme,-1.5508586e-05,-2.09420813e-05,-0.000579514168,-0.000132211919,6.98129426e-05,-9.31446256e-05,6.11389601e-05,0.000389809112,-3.04359248e-06,-0.000160065066,-9.25277112e-05,-9.69857162e-06
user2385_file1478_yearofbirth_unknown_sex_unknown.23andme,-1.44094004e-05,-1.8639834e-05,-0.000576524486,-0.000113022139,8.48947792e-05,-0.000102813657,3.43596911e-05,0.000406103861,-3.54929997e-06,-0.000147909711,-6.53324218e-05,-6.8109793e-06
user2386_file1479_yearofbirth_unknown_sex_unknown.23andme,-1.53417216e-05,-1.66589346e-05,-0.000566392637,-9.75632123e-05,7.2717761e-05,-9.22900503e-05,0.000116680231,0.000402937947,1.73355217e-06,-0.000139288863,-0.000102055352,-7.20732167e-06
user2390_file1484_yearofbirth_unknown_sex_unknown.23andme,-1.54501211e-05,-1.24191314e-05,-0.000587387694,-0.000111851632,4.90556451e-05,-0.000102897701,0.000151566675,0.000393392995,-1.88778463e-06,-0.000138253373,-9.48059957e-05,-5.66342259e-06
user2393_file1486_yearofbirth_unknown_sex_unknown.ancestry,-2.05258764e-05,-2.17011944e-05,-0.000577202812,-0.000115070569,8.96774241e-05,-9.52598101e-05,5.9011102e-05,0.000399091071,3.47389799e-07,-0.000138660217,-0.000130410879,-1.03126897e-05
user2393_file4871_yearofbirth_unknown_sex_unknown.ancestry,-2.05258764e-05,-2.17011944e-05,-0.000577202812,-0.000115070569,8.96774241e-05,-9.52598101e-05,5.9011102e-05,0.000399091071,3.47389799e-07,-0.000138660217,-0.000130410879,-1.03126897e-05
user2394_file1487_yearofbirth_1984_sex_XX.23andme,-1.24994708e-05,-1.40692618e-05,-0.000551449735,-0.000103943372,5.14198991e-05,-9.83555126e-05,0.000104283649,0.000389448718,-4.11863409e-06,-0.00013150221,-0.000131960333,-4.5740761e-06
user2397_file1489_yearofbirth_unknown_sex_unknown.23andme,-1.13879373e-05,-1.54883372e-05,-0.000564091961,-0.000103859416,7.85425596e-05,-0.000100984927,6.14793966e-05,0.000395393593,-3.36108164e-06,-0.000135356079,-0.000114763058,-2.40707246e-06
user2399_file1491_yearofbirth_unknown_sex_unknown.23andme,-1.88200409e-05,-1.36207179e-05,-0.000552731584,-0.000105947539,8.02756528e-05,-9.87918136e-05,9.19958545e-05,0.000412351403,9.48957948e-07,-0.000146545177,-0.000165615935,-1.06363687e-05
user2401_file1494_yearofbirth_unknown_sex_unknown.23andme,-2.11136027e-05,-1.99937537e-05,-0.00055626699,-0.000102494504,8.29836975e-05,-9.1554489e-05,7.53034015e-05,0.000383516091,1.30945976e-06,-0.000143651661,-0.000114152608,-1.14294981e-05
user2402_file1495_yearofbirth_1984_sex_XY.23andme,-9.67885448e-06,-1.63289211e-05,-0.000563543762,-9.04468756e-05,7.36476189e-05,-9.00528662e-05,0.00010713628,0.000399616526,7.44236807e-07,-0.000141831278,-0.000107358413,-1.64569424e-06
user2405_file1497_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user2406_file1498_yearofbirth_unknown_sex_unknown.23andme,-1.33712157e-05,-1.57655562e-05,-0.000562158917,-8.79521652e-05,6.90054062e-05,-9.87474971e-05,-2.69345777e-05,0.000403628804,8.28008317e-07,-0.000138582928,-0.00010707909,-6.6541375e-06
user2407_file1499_yearofbirth_1977_sex_XX.23andme,-1.84848507e-05,-1.67849512e-05,-0.000551209341,-0.000107255771,6.0369563e-05,-9.53159599e-05,4.00040365e-05,0.000385511335,-4.14016601e-06,-0.000142536463,-0.000134706933,-9.68663603e-06
user240_file94_yearofbirth_1948_sex_XX.23andme,-1.87518067e-05,-2.16702169e-05,-0.000583754013,-0.000103273405,6.51323331e-05,-0.000100136991,5.79719994e-05,0.000407550235,-3.30676e-06,-0.000143378496,-0.000156945673,-1.05117182e-05
user2411_file1502_yearofbirth_unknown_sex_unknown.23andme,-1.21767611e-05,-1.73774133e-05,-0.000557570629,-0.000109569162,5.65985434e-05,-9.37714422e-05,0.00013730584,0.000400372565,-4.17169556e-06,-0.000141073709,-0.000118831846,-4.61341449e-06
user2412_file1503_yearofbirth_unknown_sex_unknown.23andme,-1.92130414e-05,-1.65159827e-05,-0.000576576583,-0.000119264844,8.66012817e-05,-9.61303859e-05,0.000104337265,0.000382538433,-1.11025468e-06,-0.0001405157,-7.74511444e-05,-1.08067275e-05
user2412_file5273_yearofbirth_unknown_sex_unknown.23andme,-1.92130414e-05,-1.65159827e-05,-0.000576576583,-0.000119264844,8.66012817e-05,-9.61303859e-05,0.000104337265,0.000382538433,-1.11025468e-06,-0.0001405157,-7.74511444e-05,-1.08067275e-05
user2415_file1504_yearofbirth_unknown_sex_unknown.23andme,-9.5772202e-06,-1.47336181e-05,-0.000569250903,-0.000127665256,9.22777961e-05,-9.16507868e-05,2.31906244e-05,0.00040532834,-1.84466418e-08,-0.000141704915,-0.000154551766,-1.22538725e-06
user2416_file1505_yearofbirth_unknown_sex_unknown.23andme,-1.37983698e-05,-1.30336652e-05,-0.000551779495,-9.50223253e-05,0.000101844988,-9.23167759e-05,-2.33950439e-05,0.000393366796,-5.07469495e-07,-0.000155895257,-7.62117985e-05,-6.96655601e-06
user2417_file1506_yearofbirth_unknown_sex_unknown.23andme,-1.31924299e-05,-1.68664131e-05,-0.000549138529,-0.000132802962,6.25002535e-05,-0.000102810087,8.58129598e-05,0.000390716404,-9.71217192e-06,-0.000150353133,-8.92484545e-05,-4.90052173e-06
user2418_file1507_yearofbirth_unknown_sex_unknown.23andme,-1.4493043e-05,-1.66474071e-05,-0.00056204818,-0.000105809624,6.49277733e-05,-8.88184721e-05,0.000113001827,0.000395882523,-4.92543014e-06,-0.000139194167,-9.47135479e-05,-7.79853842e-06
user2419_file1508_yearofbirth_unknown_sex_unknown.23andme,-1.41451949e-05,-1.21979427e-05,-0.00055779293,-0.000109810185,7.79252271e-05,-8.89957501e-05,7.13205773e-05,0.000402622666,-4.81497416e-06,-0.000159801486,-9.76792407e-05,-6.86831327e-06
user2419_file3096_yearofbirth_unknown_sex_unknown.23andme,-1.41451949e-05,-1.21979427e-05,-0.00055779293,-0.000109810185,7.79252271e-05,-8.89957501e-05,7.13205773e-05,0.000402622666,-4.81497416e-06,-0.000159801486,-9.76792407e-05,-6.86831327e-06
user241_file107_yearofbirth_1984_sex_XY.23andme,-1.2687987e-05,-1.73540344e-05,-0.000563928767,-9.00427749e-05,7.43633824e-05,-9.87288311e-05,-5.40396714e-05,0.000411491056,-3.26366107e-06,-0.000137105574,-5.70033141e-05,-1.85981889e-06
user2421_file1509_yearofbirth_unknown_sex_unknown.23andme,-1.54495221e-05,-1.90437293e-05,-0.000550735346,-0.000129223283,6.99097488e-05,-9.07502562e-05,2.2380625e-05,0.00040337539,-2.0112892e-06,-0.000141527696,-9.49526074e-05,-5.77112509e-06
user2446_file1510_yearofbirth_unknown_sex_unknown.23andme,-9.16436783e-06,-1.34804297e-05,-0.000557764983,-0.000120227378,8.55296049e-05,-9.67283272e-05,5.66603351e-05,0.000409698631,-1.73503364e-06,-0.000146281991,-0.000109838654,-2.12152023e-06
user2447_file1515_yearofbirth_unknown_sex_unknown.23andme,-8.95032391e-06,-1.61510134e-05,-0.000566468132,-0.000102375844,7.81198458e-05,-9.2899549e-05,8.93921512e-05,0.000398314347,-2.27599929e-06,-0.000151283634,-0.000109690763,-1.67207513e-06
user2448_file1512_yearofbirth_unknown_sex_unknown.23andme,-1.83781525e-05,-2.23686098e-05,-0.000520394828,-0.000100190871,3.98927656e-05,-9.00507264e-05,3.75546305e-05,0.000388621962,6.72601291e-07,-0.00012672508,-0.000107448174,-1.22805906e-05
user2449_file1513_yearofbirth_unknown_sex_unknown.23andme,-2.03363165e-05,-2.45219571e-05,-0.000557333151,-0.0001170858,8.18646672e-05,-9.26880748e-05,5.54415669e-05,0.00038153813,1.87688718e-06,-0.000133149319,-8.36550324e-05,-1.30943307e-05
user2453_file1517_yearofbirth_1947_sex_unknown.23andme,-1.20253294e-05,-1.82391947e-05,-0.00053431562,-0.000104614819,6.46000499e-05,-8.80410194e-05,2.48557069e-05,0.000403891634,-2.09624967e-06,-0.000136216367,-0.000111056552,-4.41482705e-06
user2454_file1518_yearofbirth_1984_sex_XX.23andme,-2.0689481e-05,-1.62454741e-05,-0.000529549405,-0.00010851388,6.89521702e-05,-8.93170189e-05,0.000113161222,0.000389800618,-3.45383149e-06,-0.000160821853,-0.000146647789,-1.46412999e-05
user2455_file1519_yearofbirth_unknown_sex_unknown.23andme,-1.66083928e-05,-2.08739822e-05,-0.000569616022,-0.000120412393,6.7665327e-05,-8.37045395e-05,4.82167398e-05,0.000394292531,-5.46862603e-06,-0.000160573414,-0.00014791435,-9.49696094e-06
user2456_file1553_yearofbirth_unknown_sex_unknown.23andme,-1.47449636e-05,-1.37012072e-05,-0.000563017913,-0.000112741975,7.20013732e-05,-9.40688119e-05,1.59511106e-05,0.00038714961,-2.49171595e-06,-0.000136603279,-0.000117028835,-4.64341053e-06
user2457_file1521_yearofbirth_unknown_sex_unknown.23andme,-1.78338028e-05,-1.79841449e-05,-0.00055843885,-0.00011542741,7.07685901e-05,-9.64605311e-05,3.22725533e-05,0.000384752041,-1.68070703e-06,-0.000138939474,-0.000120701896,-1.14919928e-05
user2464_file1526_yearofbirth_unknown_sex_unknown.23andme,-1.24413475e-05,-1.24203819e-05,-0.000544942919,-0.000124308122,6.18052099e-05,-9.1442924e-05,9.6613476e-05,0.000397791418,-5.38863399e-06,-0.000137473735,-9.47174235e-05,-5.6076529e-06
user2465_file1527_yearofbirth_unknown_sex_unknown.23andme,-1.25783845e-05,-1.70250992e-05,-0.000552199918,-0.000114380348,7.70298858e-05,-9.00694757e-05,7.96713495e-05,0.000402249623,-2.53757604e-06,-0.00015017413,-0.000124031729,-5.01748173e-06
user2498_file1529_yearofbirth_1983_sex_XY.23andme,-1.91716424e-05,-1.05921214e-05,-0.000591748831,-0.000122147372,7.79814106e-05,-9.31077879e-05,-1.8535684e-05,0.000408853619,-1.20075564e-06,-0.000156610879,-0.000124307309,-1.02355713e-05
user2500_file1531_yearofbirth_1973_sex_unknown.23andme,-1.84005814e-05,-2.05158875e-05,-0.000557055736,-0.00012851501,5.64885863e-05,-9.32183478e-05,5.57545642e-05,0.000391479495,-2.65003347e-06,-0.000146638179,-0.000112611456,-9.03465576e-06
user2502_file1569_yearofbirth_unknown_sex_unknown.23andme,-1.22337805e-05,-1.93379138e-05,-0.000561048173,-0.000106912407,6.69906231e-05,-0.000101313663,3.72661158e-05,0.000388070708,-1.40556259e-06,-0.000142486453,-0.00010829065,-5.73506628e-06
user2504_file1535_yearofbirth_unknown_sex_unknown.23andme,-2.26103293e-05,-1.57962143e-05,-0.000548969232,-0.000123909571,8.07221428e-05,-8.68687168e-05,0.000123833094,0.000406171314,-5.60155189e-06,-0.000138915413,-8.40984431e-05,-1.21033685e-05
user2507_file1537_yearofbirth_unknown_sex_unknown.23andme,-1.53518972e-05,-1.97457254e-05,-0.000561047238,-0.000118600729,7.74917663e-05,-9.59313714e-05,0.000110597951,0.000393196778,-3.07666965e-06,-0.000137669717,-0.000149489755,-7.81472521e-06
user2509_file1538_yearofbirth_1987_sex_XY.23andme,-1.41924722e-05,-1.62869496e-05,-0.000563975182,-0.000122379322,7.60840696e-05,-9.11424184e-05,4.84439879e-05,0.000382231313,-7.73130694e-07,-0.000137927583,-9.4510358e-05,-7.92769683e-06
user2510_file1539_yearofbirth_unknown_sex_unknown.23andme,-1.59270905e-05,-2.03028082e-05,-0.000566618311,-0.000116329502,5.86388319e-05,-9.23609435e-05,0.000123709784,0.000383825528,-1.50379751e-06,-0.000150156432,-0.000102525891,-9.08413823e-06
user2512_file1541_yearofbirth_unknown_sex_unknown.23andme,-1.76931477e-05,-1.31032111e-05,-0.000554079711,-9.68777028e-05,7.66228382e-05,-9.17915962e-05,7.20937806e-05,0.00038893043,5.53453156e-07,-0.000138189245,-7.92213118e-05,-9.77437358e-06
user2513_file1542_yearofbirth_unknown_sex_unknown.23andme,-1.74310125e-05,-2.17870499e-05,-0.000547302695,-0.0001334423,5.11844769e-05,-7.94052204e-05,8.88455859e-05,0.000404779649,2.77740493e-06,-0.000156409553,-0.000153996697,-9.89121609e-06
user2514_file1543_yearofbirth_unknown_sex_unknown.23andme,-1.47963709e-05,-1.19234251e-05,-0.000539503713,-0.000140136957,7.91999479e-05,-9.99625139e-05,1.73602357e-05,0.000404609008,-2.46441508e-06,-0.000153713433,-0.000115793895,-5.03326312e-06
user2515_file1544_yearofbirth_unknown_sex_unknown.23andme,-1.39476288e-05,-1.8339995e-05,-0.000558544317,-0.00010471008,7.84738263e-05,-8.44596124e-05,6.11821914e-05,0.00039458733,-1.06983221e-06,-0.000140595467,-0.000120602104,-4.21384252e-06
user2516_file1545_yearofbirth_unknown_sex_unknown.23andme,-4.39778135e-06,-1.71203977e-05,-0.000533356591,-0.000117555186,7.14826785e-05,-8.62923643e-05,4.21528243e-05,0.00040576168,-4.53795415e-06,-0.000158307119,-0.000125900518,3.5245952e-06
user251_file97_yearofbirth_unknown_sex_XX.23andme,-1.49429945e-05,-1.94003653e-05,-0.000539684888,-0.000105873325,5.82482999e-05,-8.66975337e-05,8.4607745e-05,0.000394658482,-1.69080852e-06,-0.000148681898,-0.000106863243,-7.25451377e-06
user2528_file1546_yearofbirth_1993_sex_XY.23andme,-1.50077052e-05,-1.15805696e-05,-0.000552939941,-0.000109016819,6.09949675e-05,-0.000106678623,4.50875002e-05,0.000394250533,-6.93076246e-07,-0.0001564093,-0.000151464882,-6.5034864e-06
user2529_file1547_yearofbirth_unknown_sex_unknown.23andme,-1.34749399e-05,-1.68955215e-05,-0.000534270776,-0.000109107587,8.99784287e-05,-9.54005244e-05,1.64781127e-05,0.000397062692,-1.32570193e-06,-0.000145491914,-0.000103312641,-7.45734243e-06
user252_file99_yearofbirth_unknown_sex_unknown.23andme,-1.36689194e-05,-1.74523975e-05,-0.000558423883,-9.90806515e-05,7.0719186e-05,-0.000100808734,4.96526129e-06,0.00039382153,1.47414996e-07,-0.00015136101,-9.43136305e-05,-7.61055647e-06
user2530_file1548_yearofbirth_unknown_sex_unknown.23andme,-1.99617573e-05,-1.9036094e-05,-0.000546830363,-0.000116264288,6.67902994e-05,-9.10079748e-05,0.000197876389,0.000390916624,7.5546679e-07,-0.000130764857,-9.38007846e-05,-1.04873169e-05
user2533_file1566_yearofbirth_1969_sex_XX.23andme,-1.27298955e-05,-1.48427062e-05,-0.000545778751,-0.000110201668,7.41116634e-05,-9.587279e-05,5.39784483e-05,0.000402547057,-4.09067692e-06,-0.000140659059,-0.000142754045,-4.76144657e-06
user2533_file4133_yearofbirth_1969_sex_XX.23andme,-1.27298955e-05,-1.48427062e-05,-0.000545778751,-0.000110201668,7.41116634e-05,-9.587279e-05,5.39784483e-05,0.000402547057,-4.09067692e-06,-0.000140659059,-0.000142754045,-4.76144657e-06
user2533_file5275_yearofbirth_1969_sex_XX.23andme,-1.27298955e-05,-1.48427062e-05,-0.000545778751,-0.000110201668,7.41116634e-05,-9.587279e-05,5.39784483e-05,0.000402547057,-4.09067692e-06,-0.000140659059,-0.000142754045,-4.76144657e-06
user2534_file1551_yearofbirth_unknown_sex_unknown.23andme,-9.91007107e-06,-1.87174908e-05,-0.000566397881,-0.000113051655,7.6494063e-05,-9.549468e-05,0.000117954028,0.000409050405,-1.2726661e-06,-0.000135406291,-0.000164920739,-2.80332386e-06
user2535_file1554_yearofbirth_1992_sex_XY.23andme,-1.64580147e-05,-1.74632208e-05,-0.000562471513,-9.74845162e-05,5.00957647e-05,-9.81583089e-05,-3.37753877e-06,0.000385731473,1.55738448e-06,-0.000148309393,-0.000128696275,-7.80185353e-06
user2537_file1556_yearofbirth_unknown_sex_unknown.23andme,-1.41585357e-05,-1.44843694e-05,-0.000566931438,-0.000114375135,6.75450225e-05,-9.65680341e-05,0.00014181419,0.000399900564,2.93117366e-08,-0.000139308691,-7.97243496e-05,-6.1614898e-06
user253_file98_yearofbirth_unknown_sex_unknown.23andme,-1.71671048e-05,-1.27839753e-05,-0.00055916578,-0.000124370501,7.23838075e-05,-9.53831851e-05,5.55173163e-05,0.000408347842,3.75436767e-06,-0.000141911567,-0.000103102345,-9.13340529e-06
user2540_file1559_yearofbirth_unknown_sex_unknown.23andme,-1.29506259e-05,-1.49256307e-05,-0.000552308786,-0.000112346096,7.49805827e-05,-8.25527961e-05,0.000115570752,0.000396521568,-5.90629699e-07,-0.000131235218,-6.86350244e-05,-5.85701945e-06
user2541_file1561_yearofbirth_unknown_sex_unknown.23andme,-1.92569839e-05,-2.15361597e-05,-0.000543096093,-9.95002805e-05,7.98523711e-05,-8.97808766e-05,0.000140394254,0.000391762456,-2.05122904e-07,-0.000140138876,-0.000114489747,-1.00005867e-05
user2542_file1562_yearofbirth_1971_sex_XY.23andme,-1.89387448e-05,-2.02879621e-05,-0.000549877412,-9.63512104e-05,8.62824817e-05,-9.34170746e-05,4.42671472e-05,0.000394228059,-1.88003224e-07,-0.000145926777,-0.000155035968,-1.04774033e-05
user2543_file1563_yearofbirth_1971_sex_XX.23andme,-1.69313448e-05,-1.62119577e-05,-0.00054844204,-0.000103735608,7.52448995e-05,-9.25962129e-05,6.10978488e-05,0.000401031431,-3.04949379e-06,-0.000137383291,-0.000130930586,-1.04946244e-05
user2544_file1564_yearofbirth_unknown_sex_unknown.23andme,-1.06700652e-05,-2.10563491e-05,-0.000524066586,-8.22137688e-05,7.71131375e-05,-9.29274367e-05,8.09888474e-05,0.000389936709,4.55722529e-06,-0.000144353137,-9.76144481e-05,-2.77184807e-06
user2547_file1567_yearofbirth_unknown_sex_unknown.23andme,-1.63748114e-05,-1.92606198e-05,-0.00055358219,-0.000114992172,7.21454483e-05,-9.45780219e-05,4.35135274e-05,0.000390312769,-5.31551932e-06,-0.000152728076,-9.607674e-05,-7.25808159e-06
user2548_file1568_yearofbirth_unknown_sex_unknown.ancestry,-1.79004978e-05,-1.4295711e-05,-0.000542397437,-0.000104283353,8.48328715e-05,-9.60153766e-05,-4.16001422e-05,0.000396512102,6.51899196e-07,-0.000132585471,-9.95451035e-05,-6.95368882e-06
user2549_file1570_yearofbirth_unknown_sex_unknown.23andme,-1.2581081e-05,-2.46897653e-05,-0.000547404341,-9.96641704e-05,8.39811795e-05,-9.93764454e-05,3.52937254e-05,0.000398647785,6.46927684e-08,-0.000147321617,-0.000125778266,-4.19277554e-06
user254_file100_yearofbirth_1900_sex_XY.23andme,-1.36101635e-05,-1.47348907e-05,-0.00054931199,-0.000110805262,6.95009384e-05,-8.7674962e-05,6.82138168e-05,0.000393938467,-1.55335969e-06,-0.000150135062,-0.000120769851,-6.93550077e-06
user2552_file1572_yearofbirth_unknown_sex_unknown.23andme,-1.78700114e-05,-1.64387728e-05,-0.000556423265,-9.7034572e-05,5.99555263e-05,-9.09596785e-05,0.000106667789,0.000396374216,-2.4902131e-06,-0.000144279043,-9.33932616e-05,-1.00728261e-05
user2554_file1573_yearofbirth_1985_sex_unknown.23andme,-1.59810019e-05,-2.1178745e-05,-0.000554438082,-0.000113397207,7.75446895e-05,-9.26505344e-05,-1.10089044e-05,0.00039512455,-2.67354042e-06,-0.000136054117,-6.480915e-05,-9.39342921e-06
user2557_file1575_yearofbirth_unknown_sex_unknown.23andme,-2.20130188e-05,-2.01568296e-05,-0.000568058234,-0.000107598998,6.38327156e-05,-9.46715791e-05,-1.94817544e-05,0.000412512549,-1.34274223e-06,-0.000130160533,-0.000114777238,-1.29664739e-05
user2558_file1576_yearofbirth_unknown_sex_unknown.23andme,-1.45243618e-05,-1.87518983e-05,-0.000553458512,-0.000125013274,5.34026347e-05,-9.01282507e-05,0.000140082157,0.000378703571,-1.62252706e-06,-0.000139749389,-0.000112562602,-6.71224887e-06
user2563_file1581_yearofbirth_unknown_sex_XX.23andme,-1.82717443e-05,-2.1244031e-05,-0.000531418193,-0.000119834891,8.49047711e-05,-9.71366213e-05,0.000108939902,0.00039224202,-3.24153581e-06,-0.000149591319,-0.000133054207,-1.05213002e-05
user2565_file1585_yearofbirth_unknown_sex_unknown.23andme,-1.8457052e-05,-1.17471451e-05,-0.000573075288,-0.000123873387,7.7367356e-05,-9.98817489e-05,6.00043264e-05,0.000408315726,4.66843367e-07,-0.000143360688,-0.000107434145,-1.18756108e-05
user2566_file1586_yearofbirth_1969_sex_XX.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user2568_file1588_yearofbirth_unknown_sex_unknown.23andme,-1.27732186e-05,-2.02937855e-05,-0.000553257309,-9.45501192e-05,6.81499682e-05,-0.000101084803,4.781144e-05,0.000410337471,-8.42525054e-07,-0.000129694426,-0.000108214193,-4.46411803e-06
user2570_file1590_yearofbirth_unknown_sex_unknown.23andme,-2.04339567e-05,-1.98475664e-05,-0.000545008978,-0.000120706269,7.8059337e-05,-8.38019916e-05,0.000145501239,0.000391047114,3.90599407e-06,-0.0001399891,-5.92178217e-05,-1.01120163e-05
user2571_file1592_yearofbirth_unknown_sex_unknown.ancestry,-1.04594976e-05,-1.57118611e-05,-0.000532634484,-9.30499913e-05,6.92992391e-05,-8.69890091e-05,0.000140169432,0.000409624672,4.92251459e-07,-0.00015719525,-0.000111663985,-4.07591711e-06
user2574_file1593_yearofbirth_unknown_sex_unknown.ancestry,-9.34978884e-06,-2.05685711e-05,-0.00047183357,-0.000114843752,4.28773284e-05,-9.32688116e-05,-7.26192963e-05,0.000380921088,1.82073892e-06,-0.000129788981,-0.000103843625,-5.91130211e-06
user2575_file1594_yearofbirth_1957_sex_XY.23andme,-1.8428933e-05,-2.15985391e-05,-0.000562292208,-0.000115466609,6.28620439e-05,-9.71923098e-05,-8.60044445e-05,0.000389195681,-2.62854441e-06,-0.000156892861,-0.000126718614,-1.09832088e-05
user2576_file1632_yearofbirth_1988_sex_XX.23andme,-1.98494323e-05,-2.06639204e-05,-0.000561268971,-0.000133111577,7.90030914e-05,-9.49700912e-05,6.44893286e-05,0.000400261971,2.94811448e-06,-0.000130381871,-0.000122404561,-1.22090066e-05
user2577_file1596_yearofbirth_unknown_sex_unknown.23andme,-1.2852257e-05,-1.78982144e-05,-0.000552280009,-0.000120194517,5.32351488e-05,-8.96225758e-05,0.000138409605,0.000414670895,-5.46065825e-06,-0.000143338686,-4.7106706e-05,-5.82989185e-06
user2578_file1597_yearofbirth_1963_sex_XY.23andme,-1.44244862e-05,-1.41188265e-05,-0.000559201432,-0.00010575428,7.58440843e-05,-8.59112219e-05,8.17137855e-06,0.000387302405,-3.14481843e-06,-0.000157962148,-0.000137267442,-5.00228435e-06
user258_file101_yearofbirth_unknown_sex_unknown.23andme,-2.60491256e-05,-1.90682128e-05,-0.000554129134,-0.000112840309,6.35964261e-05,-9.94234983e-05,5.35882433e-05,0.000382150728,3.00495967e-07,-0.000141608376,-0.000148481574,-1.65407888e-05
